place_id,name,description,is_spending_on_ads,reviews,competitors,website,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJnSa5FlvxaS4R9_E5t2Wxalc,Sofia at The Gunawarman,"R**tor******el*m*n**an y**g***n**j**a* mak*nan*Ita*ia*******is * As*** *lus **k*a**, d* *u*** **eg*n*",FALSE,1870,"Name: Le*Q*ar****
Link: h**p*:/*www.goo*l*.*o***aps*s**r***Le******i**/@-*.**75232999*99*9**0*.******2*a**hus***0**l=*d*e****=*tu
Reviews: 2826 reviews

Name: Ok**on* Ja***es***i***g
Link: htt**:***w*.**og*e***m*m*p***ea*c*/O*****o+*a*anese+Di**n*/*-6.*33*88799**99*9*,1*6*8********99***?*u**u*er*0**l*i*&***r*=t*u
Reviews: 2693 reviews

Name: N****z **n*ng
Link: h**ps***w***go***e.co**maps/se**ch/***a**+Di*i**/@**********1*6.8*70**?*uthu**r*0&hl***&*nt**=t**
Reviews: 1948 reviews

Name: **N*JA
Link: *t*ps:***w****og****om/maps*s**r***P**T*A/*****3**34**999*9*95**06.8*902****uthu*er****l=*d&e*t*y=***
Reviews: 742 reviews

Name: *m*z **u*me*
Link: h*****/****.*oo*l*.*om*ma******rc***m*z+G*u*me**@*****59*78,1*6*80**2240**0**1?*ut*user*0***=***en*r*=ttu
Reviews: 442 reviews",h*t*:*/*ww***e*u*a*a*ma*.***/,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,S**ia**t ******n**a*man*(P*mil**),*tt*s*//w**.*oog*e******ap**c**t*ib/*1*9*810*7***16*7*7**,*t*ps:****5.*oo**eus*****t*nt.*o*/*/A**Qi**j-*TV7kA*6***R***1*0*B*U*n*o*f*1*u***=w4**-h**2**-n*,Restoran Mewah,Restoran Mewah,4.4,0*.**-*3.**,Ope**A***Da**,087**2**7**0*7,"Jl. Gunawarman No.3 6, RT.6/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110","i*t*r**r, m****ng, **rki*, ***kin*, *e* s**e, **asi*, na*i****e*g, ***ay*na*, m***a, **p*b*ntu*",https://www.google.com/maps/place/Sofia+at+The+Gunawarman/data=!4m7!3m6!1s0x2e69f15b16b9269d:0x576ab165b739f1f7!8m2!3d-6.2315139!4d106.8077447!16s%2Fg%2F11cn8t175f!19sChIJnSa5FlvxaS4R9_E5t2Wxalc?authuser=0&hl=id&rclk=1
ChIJ6Vo6Uu7xaS4Ry54kTIsSyIk,THE GARDEN OSTERIA,,FALSE,1716,"Name: **teri**G*a***ll P****ic *la**
Link: h*****/**w*****g**.com/ma*s*s****h/*st*ria+Gia***ll+P***f*c+P***e*@-**22***14*99*9**9,1*6.8**32**?*uth*s******l**d*entr*=***
Reviews: 3298 reviews

Name: *s****a **a**la*a*I*do*es*a
Link: h**p*:*/*w**goog*****m****s***ar****s*e**a+G*a+*l**a*Ind*n*si******19*9*549*9*9*9*,1*6*8*2***6?*u*h*ser*0&h*=***entry=**u
Reviews: 1566 reviews

Name: Bo**e*a R*st*****e
Link: *****:/*www**oo*le.c*m/m****se**ch*B**te**+Rist**ant**@**.*2**5**,*06*8*73**09***9*9?a**hus*r**&***id*e**r****u
Reviews: 1329 reviews

Name: *O***O*ter**** **r *CBD
Link: h***s:*/*w*.*o***e.***/m*ps/se**ch/R***+O*t*r*a*%**+**r+S**D**-6**2**9**,1***8*7459*****h*se*=0&*l****e*t*y=t*u
Reviews: 1285 reviews

Name: *st**ia**I* *o***k I*d*h***l* 2
Link: ***p**//w****o******om**aps**e*r*h/O*t*ria***A****do**Ind*h***ll+**@-6.**6**4***99*9*9**10**7*325*?**t*us*r=0*h*=**&ent**=ttu
Reviews: 937 reviews",ht*******w*.*nst***a*.c*m/th*gar**n****ria**d/,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*HE*G*RDE****T**** (Pem*l**),htt***//**w**o*g**.*o*/*a*s/c*****b**15*7**886**5**6*0124,***ps*//lh5**o***e**e*c**tent**o**p/***Q*pO*N*J***z2hC*w4N**9w-c**ooYs9H*HX*P****w***-***2***n*,Restoran Italia,"Restoran Italia, Bar",4.7,11.****0**0,**en*Al***ay*,*8**-8453-****,"1, Jl. Suryo No.38, RT.6/RW.3, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180","**a, v***t, *st*t**, ***l*ys, yo**, p*r**b**ly, **r m**c*r, *u*su*, k**, lel***u**a*tu**",https://www.google.com/maps/place/THE+GARDEN+OSTERIA/data=!4m7!3m6!1s0x2e69f1ee523a5ae9:0x89c8128b4c249ecb!8m2!3d-6.236062!4d106.813671!16s%2Fg%2F11rv09mxr0!19sChIJ6Vo6Uu7xaS4Ry54kTIsSyIk?authuser=0&hl=id&rclk=1
ChIJnS8-uuTzaS4RJ55-dVRQY_8,J.Sparrow Bar & Grill,,FALSE,1697,"Name: Blue*r*****a* ***ri*l
Link: h***s:***ww*go*g*e*c*m*m*p*/se**c*/B*ueg*a**+**r**26+**i*l/@-**2***093,*0*.8**401**au**u**r=****=*d**n**y**t*
Reviews: 4346 reviews

Name: L**w*
Link: ht******w***g**gl**c***ma*s/sea***/*oewy*@-6.2*7****,1*6.**57*******99*?au*h***r=0&*l*i*&e**r*=*tu
Reviews: 2925 reviews

Name: **k*o***R**taur*n* & **r
Link: *t*p***/*ww.g**gl*.*om/*a***s***ch*****oo*+Re**auran*+*****a*/*-*.2******9*99***9**06**25*856***t**se*=0*hl=id&e****=ttu
Reviews: 235 reviews",h*tp:**foo*e****ne***.*o*/,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,J**pa*r*w*B*r** Gri*****e*ili**,h**ps:*/w*w.g**gl***om**ap*/con***b/***31**70*****80***6*,*t*p**//*h*.*o****use**o*t*****om/**A****pMFk*O*F*x**t8g-**g0*Y9*b-db*0*S*xeY**u*w4**-h***-***o,Restoran,Restoran,4.6,11*****3.0*,M*n*g*,(0**) ****181*,"Noble House Mega Kuningan Lantai GF, Jl. DR. Ide Anak Agung Gde Agung No.2 Kav. E4.2, RT.5/RW.2, Kuningan Tim., Daerah Khusus Ibukota Jakarta 12950","**ve**u*ic, st***, m****ng, **bi**t, b*n*, *o*k**el*y, *o**ha*k, **n**ai*k*pa* *a*a*, *sc***ot, *us******ll *ut",https://www.google.com/maps/place/J.Sparrow+Bar+%26+Grill/data=!4m7!3m6!1s0x2e69f3e4ba3e2f9d:0xff635054757e9e27!8m2!3d-6.228174!4d106.825639!16s%2Fg%2F11c5533ztf!19sChIJnS8-uuTzaS4RJ55-dVRQY_8?authuser=0&hl=id&rclk=1
ChIJRzuNrlvxaS4RF8trJRwc9ek,William's - Casual Dining,N* **r* a*d**o*La******lli**** of*e*s*a*thoug***ul me*u***m**e*t* We**e****sian*co**o** foo* *n*a *ai**a*k**l*******a*ed**n*t***h*art of Ja*ar*a***ce*t*** *u**n**s*d**t*ict*,FALSE,1544,"Name: *he*Pa***s
Link: ***p*:/*w*w.g*o*l*.*o***a*s*s*a*ch/T***P*l**s/*-6**2**3*4*1**.*0**38*9*9*9****u*h**er=*&**=id&e*try***u
Reviews: 2252 reviews

Name: P**io *****a**ran
Link: http******w*g*o****c**/*a*s*sea*c*/P*t***b*+Pl*t***n*@*6.****5****9*99****106.*018*7*9*9****?**t*user=0*h*=***entry*ttu
Reviews: 2082 reviews

Name: *ut* &*Gri** **n****i
Link: *t*ps:**w*w**o*****co*/m*p*/s*****/C*t*+%26+*ril**Sen*p*ti***6.*357***10*.81***3*a*t*u**r*0&hl*****n**y*t**
Reviews: 1683 reviews

Name: **u**Gou*me*
Link: h*****//*w****o***.*om*m*p***ear*h/A**z+G**r**t/*-*.**59*78*1**.80*6*****00*01?authu*er**&**=id**n***=*t*
Reviews: 442 reviews",***p*//wi**ia**.***id/,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Wi*****'**- *as*a**Din*ng*(**m*l**),****s:*****.*oogle.com/ma******t****107*251**2*4**753*6**,*t**s*****5.**og*e*se*co*t**t.com*p/****i*N*2q*k-Vb***u**N*Pch**h***Q*****qs***X=**08-h*72-k-**,Restoran Masakan Barat,"Restoran Masakan Barat, Restoran Asia, Bar Minuman Koktail, Restoran Masakan Perpaduan, Restoran Indonesia, Restoran",4.5,10**0****00,O**n*Al**D**s,0*11*947*****,"Jl. Tulodong Atas No.28, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110","s*l**n, ***i*gore**, **et*n*, **gy*, na**, *u*a*, *la*i**, *a*e*, ***i*nt, ru*** *o**a",https://www.google.com/maps/place/William%27s+-+Casual+Dining/data=!4m7!3m6!1s0x2e69f15bae8d3b47:0xe9f51c1c256bcb17!8m2!3d-6.2309175!4d106.8095237!16s%2Fg%2F11fxxsgb92!19sChIJRzuNrlvxaS4RF8trJRwc9ek?authuser=0&hl=id&rclk=1
ChIJT_YHalrxaS4RaCoCeuFap44,BISTECCA SCBD,A**I*ali**-**er**** *ho****s* ***h **d*g*****a*red-bl*o**d***n**and a**p*endi* ma*tini***r*,FALSE,1423,"Name: Os*er***G***Ma*l**acifi***l**e
Link: *t*p*:*/*****o**l*.c**/*aps*sea**h****er*a+G**+**ll**a*i*ic+P*ace*@-*.*2**5***99***99*10*.***3*2**a*****er=0&h*=id&en*r****u
Reviews: 3298 reviews

Name: ***ba St***
Link: h*t**:/*ww*.**og*e*c***m*p*/sea*c*/*b**a+*te*k/*-*.2*******9999*9*5*106**1**3*69**9999***thu*****&h*=i**e******tu
Reviews: 2530 reviews

Name: C*tt** G*i*l***n***ti
Link: ***p**//*w**g*o**e**om/****/s*a**h****t**26*Gr**l+S**op***/*-6.2357**,*06.*****3?au*hus*r*0&*l=i*&*n*****tu
Reviews: 1683 reviews

Name: **t*eg* ***t*r*nte
Link: *t**s**/w****o*g**.*o*/maps*s******B***e*a+**st**an*e**-6.*2*1**9,1*6*8073450****999*a**hu***=0&hl*i*&*n***=t**
Reviews: 1329 reviews

Name: Alt****e **i*l
Link: *t*p*:/**w***oog**.***/***s*sear*h*Alt*tu*e*****l/*-*.1******,1****2193*8?*u**use***&h*=id*e*tr*=t*u
Reviews: 435 reviews",**t*s**/***.un**ngr**pj*k*r*a*com****ta*ran*/*is****a,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,**S**CC**SC*D **e**lik*,**t*s**/w****oogle.*om*map*/con**i***1**6******8*0**39*83,h*tps:**l**.g****eu*ercont****com**/*F*Q*pNx*rbV***2PP*I*Dq6*b*Ri******V**D*5****w*2*-****-*-*o,Restoran Steak,"Restoran Steak, Bar, Restoran Italia",4.5,**.***00*00,*pen*A***Da**,**21* 5*5***0,"18 Parc Place SCBD Tower C Ground Floor, Jl. Jend. Sudirman No.52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190","*i*e d*n***, *om*h*w*, ***n**ure, tr****e, b**** ala**a, r*v*o**, ay*m**en**g*, *p*le**r**p, en**, *g**o *li*",https://www.google.com/maps/place/BISTECCA+SCBD/data=!4m7!3m6!1s0x2e69f15a6a07f64f:0x8ea75ae17a022a68!8m2!3d-6.2300566!4d106.8100401!16s%2Fg%2F11cp7w1530!19sChIJT_YHalrxaS4RaCoCeuFap44?authuser=0&hl=id&rclk=1
ChIJP8bvQ13xaS4RgueoWi9kdBA,Turkuaz,"*u***a******t***t*********h *n* ***om** ***si**, **med after*Me*i*err*n*an*o**a*** *lu***olor*offe*s *uthe**** *****s* d*n*** e**e****c* le** by*Pro*r*et*r*a***Hea****** Se*a* Z*rl** a*vi*****r* and*inn**a******urk**h c*e*****ts***d*n* d*dic*t*o* *** *n *n*ur* lo** *f***t*m*n c*is**es*ar****e **d**s*a*emen* **c**l*n*e**ha* Ch***Sez*i Zorl***em*ns**a*** ***i*g*h*s 2**years*of*c*l**ar* *x*e*i*n*e. *hef**eza* **r***i* *x*********co*ti*ue*to share******u***ne in**is*new res*au*ant* ***w***g** *ki*l**an* u*d*u*t*d*exp***is***i*****e*yo***in *aka*t**",FALSE,1352,"Name: ** *u*rti**
Link: *t**s:*****.*o**l*.com*ma**/*e*rc**L*+***rtie*/**6.**752*2*9**9**9*10***0**622?**t**ser*0**l=*d&*n****ttu
Reviews: 2826 reviews

Name: **r*** T***i Sh*s*a *o*n*e
Link: ****s://ww*.go**le***m*ma**/s*a*****a****+**rki****s**+L*u*g**@-6***908**,*06.814*584***9*9**au*h*se*=0*h*=*d*****y*ttu
Reviews: 1046 reviews

Name: *st***u* *eb*****r*i *CBD
Link: h*******w**.*oog**.***/m*p**sea*ch**st*nbu****bab+t*r***S**D*@*6.2**0688*10*.8***78*0*0**0***uth**e**0*h**id&ent*y*t**
Reviews: 0 reviews",*ttp:*****.tu**u**ja**rt**com*,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Tu***az*(**mil***,**t*s:*/w**.g***l*.co*/***s/*o*tr*b*11**2*3***640*8***81*,**tps***l**.g**gleu**r*o***n*.c**/p**F***p**-MS*E5D65R*jA*7***O*BM*5***Wa7fPE***=w*****307****o,Restoran Turki,Restoran Turki,4.5,1**0**2**00,O**n**ll**a*s,*0*1)*72*9**4*,"Jl. Gunawarman No.32, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110","int*r***, **n**el, *u**us, pa**i*, *h*s*a, **a*t*r, me**, ka***t, la***, c**f",https://www.google.com/maps/place/Turkuaz/data=!4m7!3m6!1s0x2e69f15d43efc63f:0x1074642f5aa8e782!8m2!3d-6.2373385!4d106.8071997!16s%2Fg%2F1pv5zftyc!19sChIJP8bvQ13xaS4RgueoWi9kdBA?authuser=0&hl=id&rclk=1
ChIJKz1dpdrxaS4Rs9qY50RAgCA,ROMA Osteria & Bar SCBD,O**e**a*a*d bar*****u**** qui***s*e**i** R*man*cla***** *nd**t**ia* cock***l*.*A* I***i*n*es**b*ish**nt*****he**nion***oup.,FALSE,1285,"Name: Ma**a**os*
Link: h*t*s:/*******ogl*.com/ma*s*****c**M***a+Rosy*@**.*63***6,106.*1*9*98****9**?**th***r*0&hl**d*e*t*****u
Reviews: 3543 reviews

Name: Oster****** *a***Pa*i*i* *l*ce
Link: ht*ps://w**.*o*gle*c*m**aps**e*r*h**s*eria*Gia*Ma**+***i*ic*P*a***@**.*2*0514999**9**,**6**103*2****t****r****l=**&*n*****tu
Reviews: 3298 reviews

Name: T****AR**N **TE*IA
Link: *t*p**//**w.g*o**e*com/maps*s**rc***HE+**RD*N******I**@*6.2*606199*9*9***5**0**8**6****uthuse*****l=i*&**t*y***u
Reviews: 1710 reviews

Name: *IB**** Kit**e*** Ba*
Link: h*t*s****w**g**g******/*aps*s*arch*LIBE*T*%*C*8*+Kit*h*n***6***r/*-*****4089**0*.*17**7**9**999?aut*u**r=**h*=**&**try=t**
Reviews: 397 reviews

Name: R**s*
Link: **t*s**/w**.go*g***co**maps****rch/**ss*/@*6.*0**8369****99*5**0*.****2*3?**t*us**=**h*=*d***try*ttu
Reviews: 136 reviews",htt*s*/*****unio*g*ou*j*k*rt*****/r*s*a*ra*t/****,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*OM* *ste*i**& *** ***D *P**ili**,h*tp*:/*ww*.g*o**e**om*ma*s*con*rib***1*******4*247***0**,***p***/***.g*ogleus*rco**e*t.*om***A***i***K**s*-***k*****LB7uDjG*4*LKV*Y6*9x6s=**08**54***-**,Restoran Italia,"Restoran Italia, Bar",4.4,*1***-01*0*,***n A*l*D**s,(0*1)*2**9*8**,"Sequis Tower Ground Floor #03-01, Jl. Jenderal Sudirman No.Kav. 71, RT.5/RW.3, Senayan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190","ged***, c***ta*l, **n*or, *o*k, m***i*g, *mo*i** a*e*, te*de****n, **d, **cu**ty, m*t**",https://www.google.com/maps/place/ROMA+Osteria+%26+Bar+SCBD/data=!4m7!3m6!1s0x2e69f1daa55d3d2b:0x20804044e798dab3!8m2!3d-6.2252931!4d106.8074596!16s%2Fg%2F11c1qmrj_1!19sChIJKz1dpdrxaS4Rs9qY50RAgCA?authuser=0&hl=id&rclk=1
ChIJP9NKVX7xaS4RUqbmlwXVSpw,El Asador South American Restaurant Kemang,S*u*h*Am*r*c****tea****se,FALSE,1262,"Name: *b**awas *es*a*ra** * *e****
Link: **t*s**/ww*.***gle.co***aps/*e**c****u***a*+R*****r******K*ma**/@**.***93**,106**185*8*?aut*use***&hl=id*e*tr*=*t*
Reviews: 2616 reviews

Name: *U*A****one*ia* Gas****o*y
Link: http*:*/****googl**co*/ma*s/********U**+I***ne*ia***ast*o*om****6**6*13***1*6.******7**uthus*r=0**l=*d&*n*ry*tt*
Reviews: 692 reviews

Name: M**t M* ****k****e *n* B*tc****, K*ma*g
Link: *t**s*/*www.go**l**co*/*a**/se*rc*/*e*t*Me+**e*kh******nd+Butch***%2*****a*g***6*26*136*99**9*******.8*2*9***9*9**9?**t*use**0**l=i*&*ntr*=*t*
Reviews: 249 reviews

Name: A3 **ea**H**s*
Link: *t******w******g**.****ma***search*A3*Ste***H*u*e/@-6.****6*8***9*9995*10**8*1*609*99**9*?a*th*se**0&h**id*entr*=***
Reviews: 98 reviews

Name: AL***TE**
Link: h*tp**/*ww*.googl***o*/****/s***c*/A*I+*TE**/*-6*****79**9**9******0*.**501**authuse**0***=**&ent*y=*t*
Reviews: 4 reviews",***p*//e*a***or.co**d*,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,E****ad***S**** Am**ic***R**t*u*an**Kem**g (Pemil*k*,***p**//ww*.google*c***********tr*b**083*2*1*097*84***15*,h***s://lh*.*oogle*ser*o*te***co*/p/AF1Q******t***o***l***H****R*KRf***H*m*9****=w4***h**0-k*n*,Restoran Amerika Selatan,"Restoran Amerika Selatan, Bar & Grill, Restoran Amerika Latin, Restoran Steak",4.5,1*.0**2*.**,Open**l*****s,(02****1*2**6,"Kemang Point Building Ground Floor Jl. Kemang Raya No. 3 Bangka Mampang, Prapatan No.RT.4, RT.4/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 17230","**i*l, pi**** *ag**g, *e**o*a* *t*ak, *ayu*b*k**, *i******kem*ta*gan, *ak**a***m*r**a Se**ta*, *ib*, c***ic*u**i, ***an*a, *la*",https://www.google.com/maps/place/El+Asador+South+American+Restaurant+Kemang/data=!4m7!3m6!1s0x2e69f17e554ad33f:0x9c4ad50597e6a652!8m2!3d-6.2559982!4d106.8150035!16s%2Fg%2F1pt_s7bzt!19sChIJP9NKVX7xaS4RUqbmlwXVSpw?authuser=0&hl=id&rclk=1
ChIJ_zh9TXfxaS4RoFJBiBh54Sw,Jakarta Restaurant,"J*ka*t**Rest**r**t*is an*a*l***y***nin***e*t**ra** wi** a **r* **s*al*& **** **m*s****e***es*n**ng a*t*e*tic I*done*i**,****an*an**West*****ui*in****th *ndoo***n* *u****r f*ci***i**.",FALSE,1140,"Name: Pl*ta*a****a**awan***
Link: h**ps*//**w.*oo**e.c***maps**e*r**/**a***a**Dh*r*aw**g**/@-*.2***188,1**.8***78*?*ut**s**=**hl**d&****y*t*u
Reviews: 3454 reviews

Name: S*******a**estaur*nt
Link: htt***/****.goo**e*c*m/m********c*/Sa**e*dra+*e*ta*r*n**@***227****1**.8269**?***hu*er=0**l**d**ntry*t*u
Reviews: 2267 reviews

Name: **y
Link: ***ps**/***.go**l**c*m***ps/**a**h*Iv*/***.**48*9*,*0**80*282399999***au**user*0&h***d**n****ttu
Reviews: 1088 reviews

Name: Y*k*ni***a
Link: **tp*:/***w****g**.*om***ps**ea*c**Ya*in*ku*a***6.25***0**1*6.**160****uthus****&*l*id*e*try=*tu
Reviews: 659 reviews

Name: **d*r**K*tche*
Link: **tps*****w**o*g*e*co****ps*sea*c*/*a****+Kitch*n/@-6.****0****06.**14*7*?au*h*s***0*h*=i***n**y=*tu
Reviews: 149 reviews",htt*:*/w**.*****h***a*angs*.*om*,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Jak*rt**R**tau*ant ***m*****,h**p******w******e.com/*ap*******ib/1**4935703*11**3*6*66,h******/l*5.go***eu**rc*nt*n***o*/**A*1Qip**LN*-xi*q*jTo*g**W*g*o_*f***6***q*v3h**4****2*0**-no,Restoran,"Restoran, Restoran Asia, Kedai Sarapan, Restoran Masakan Barat",4.8,*7.0**2**0*,*pen*A****a*s,0****102**9*9,"Jl. Brawijaya Raya No.26, RT.1/RW.2, Kebayoran Baru, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160","pe*a**n**, kel*a***, h*t**, m***i*g, *r***an*n, ***ate**s, *****an **d*n*sia, m***h, ti**g*, s**e*a",https://www.google.com/maps/place/Jakarta+Restaurant/data=!4m7!3m6!1s0x2e69f1774d7d38ff:0x2ce17918884152a0!8m2!3d-6.2532037!4d106.805117!16s%2Fg%2F1hc1yk4dd!19sChIJ_zh9TXfxaS4RoFJBiBh54Sw?authuser=0&hl=id&rclk=1
ChIJN-liPiH0aS4RcVGb18a884U,OSO Ristorante Indonesia,"***a**ce**b***** p**pl** *m*t*o***n**f*avo*s***th *ts b*i*h***e****nt*and rom******am**e**e. **mo*e** Eu*****n *e***ur*n*,*The*Os**r b*i**s****et*er r***p*s***o**all**ver Eu*o*e*w*th a *o**r* t**s*,**e*f**t *o**a***celebra*i** of l*****nd h**pi****.",FALSE,1100,"Name: Os*e*** *i**Pl*z**I*d*n**ia
Link: ht*p*:**w*w*g*og*e**o**map**sea**h/Os*eria*Gi****a***I*do******@*6.193*354*9**9**9**06****6376*a****se*=0&h****&**t****tu
Reviews: 1566 reviews

Name: **p***m*m* **and Ind*n**i*
Link: https:*/*w**g*og*e*com/ma*s*s**rch****ol*m****Gr**d*I*do*e****@*6*1**0**1**06*82**8*8**99**9**u***se*=**h**id&**tr*=**u
Reviews: 841 reviews

Name: *R* **a*i*n**es**urant **k***a
Link: *tt**:*/**w*go*g**.*o****ps/s**rch*O******l**n*Re*taur**t***k***a**-**25*722,106.*10772***th****=0&**=id**ntr*=***
Reviews: 634 reviews

Name: **stro B**on****ar*Pl*z* **d**e*i*
Link: *tt*****w***goo*l*.**m****s/sear*h/**str**Ba*o*+*2*+*a**P****+**do****a/@-6*1*****,106*8**106*?aut*u*er=0*hl=*******y=**u
Reviews: 499 reviews

Name: **z*a*e*Birra** *laz* *****e*i*
Link: *t***:/*ww*.g***le*c*m**aps****rc*/*i*z*+**4%97*B*rr****Pla*a+*****e*ia/@**.1*2*009,106*8**1*1*?*********0*hl=**&ent*y=***
Reviews: 347 reviews",h*tp*:/**lt*tu**ja*a*****om*,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*SO *is***a*t* I**onesi* *P**i****,***ps********o**l*.co*/**p*/c*n*ri**11*0*4**333*8**623360,h**ps**/**3.****l***e***nt***.c**/g**-*****/*L****GR*114*B*yze**h*4*Q***7*A*iwL**R**J*3bT*KCm*U1*******J*suB***aq***u**G***cOG****Y*2e**GC**PW*X25e**n*CF*X****Glxc_Bd*****2*r1****cvQrJeOZ*V**fH**c*FnM**PM**C3*F_I**5PN**ypO*vG*xj*_T*Z*=*408*h2**-*-n*,Restoran Italia,"Restoran Italia, Restoran Eropa, Restoran Mediterania",4.6,****0**2.00,***n A*l **y*,***1)*299*2**8,"The Plaza Office Tower, Jl. M.H. Thamrin No.28 - 30, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","*om*n*i*, f*n* di****, s**a*, *n*iver****, j*n*e**, m****oom*s*u*, p**ay*n**, lob****, *r*f*l*, g***le*",https://www.google.com/maps/place/OSO+Ristorante+Indonesia/data=!4m7!3m6!1s0x2e69f4213e62e937:0x85f3bcc6d79b5171!8m2!3d-6.1934204!4d106.8218937!16s%2Fg%2F11bbrj6ptg!19sChIJN-liPiH0aS4RcVGb18a884U?authuser=0&hl=id&rclk=1
